,text,phonetics,segmented_text,n_syl_mismatches,n_stress_inconsistencies,used_method_for_syl_text,phonetics_alt,n_alternatives
126,"It was a temptation, but he resisted it.",ɪ0_t w_ɐ0_z ej1 tʰ_ɛ0_m_p|tʰ_ej1|ʃ_n̩0 b_ɐ0_t iː0 ɹ_ə0|z_ɪ1_s|tʲ_ɪ0_d ɪ0_t,It was a temp|ta|tion but he re|sis|ted it,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ej1'], ['tʰ_ɛ0_m_p|tʰ_ej1|ʃ_n̩0', 'tʰ_ɛ0_m_p|tʰ_ej1|ʃ_ə0_n'], ['b_ɐ0_t', 'b_ɐ0_ʔ', 'b_ə0_ɾ'], ['iː0', 'ç_iː0'], ['ɹ_ə0|z_ɪ1_s|tʲ_ɪ0_d', 'ɹ_ɪ0|z_ɪ1_s|tʲ_ɪ0_d'], ['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ']]","[3, 3, 1, 2, 3, 2, 2, 3]"
127,This one hope was destroyed as quickly as it was born.,d̪_ɪ1_s w_ɐ1_n h_ow1_p w_ɐ0_z dʲ_ɪ0_s|t_ɹ_ɔj1_d ej0_z c_w_ɪ1|c_ʎ_i0 ej0_z ɪ0_t w_ɐ0_z b_ɒ1_ɹ_n,This one hope was des|troyed as quick|ly as it was born,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['d̪_ɪ1_s', 'ð_ɪ1_s'], ['w_ɐ1_n'], ['h_ow1_p'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['dʲ_ɪ0_s|t_ɹ_ɔj1_d'], ['ej0_z', 'æ0_s'], ['c_w_ɪ1|c_ʎ_i0'], ['ej0_z', 'æ0_s'], ['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['b_ɒ1_ɹ_n']]","[2, 1, 1, 3, 1, 2, 1, 2, 3, 3, 1]"
128,Her face was against his breast.,h_ɝ0 f_ej1_s w_ɐ0_z ə0|ɟ_ɛ1_n_s_t ç_ɪ1_z b_ɹ_ɛ1_s_t,Her face was a|gainst his breast,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['h_ɝ0', 'ɚ0'], ['f_ej1_s'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ə0|ɟ_ɛ1_n_s_t'], ['ç_ɪ1_z'], ['b_ɹ_ɛ1_s_t']]","[2, 1, 3, 1, 1, 1]"
129,"She was his now, forever.",ʃ_iː0 w_ɐ0_z ç_ɪ1_z n_aw1 f_ə0|ɹ_ɛ1|v_ɚ0,She was his now for|ev|er,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['ʃ_iː0'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ç_ɪ1_z'], ['n_aw1'], ['f_ə0|ɹ_ɛ1|v_ɚ0']]","[1, 3, 1, 1, 1]"
130,Providence had delivered him through the maelstrom.,p_ɹ_ɑ1|vʲ_ɪ0|d_ə0_n_s h_æ0_d dʲ_ɪ0|ʎ_ɪ1|v_ɚ0_d h_m̩0 θ_ɹ_ʉː1 d̪_iː0 m_ej1_ɫ_s|t_ɹ_m̩0,Prov|i|dence had de|li|vered him through the mael|strom,[],[],"['dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['p_ɹ_ɑ1|vʲ_ɪ0|d_ə0_n_s', 'p_ɹ_ɑ1|vʲ_ɪ0|ɾ_ə0_n_s'], ['h_æ0_d'], ['dʲ_ɪ0|ʎ_ɪ1|v_ɚ0_d'], ['h_m̩0', 'm̩0', 'ç_ɪ0_m'], ['θ_ɹ_ʉː1'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['m_ej1_ɫ_s|t_ɹ_m̩0']]","[2, 1, 1, 3, 1, 12, 1]"
131,A cry of joy burst from Philip's lips.,ej1 k_ɹ_aj1 ə0 dʒ_ɔj1 b_ɝ1_s_t f_ɹ_ɐ0_m fʲ_ɪ1|ʎ_ɪ0_p_s ʎ_ɪ1_p_s,A cry of joy burst from Phi|lip's lips,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl']","[['ej1'], ['k_ɹ_aj1'], ['ə0', 'ə0_v'], ['dʒ_ɔj1'], ['b_ɝ1_s_t'], ['f_ɹ_ɐ0_m'], ['fʲ_ɪ1|ʎ_ɪ0_p_s'], ['ʎ_ɪ1_p_s']]","[1, 1, 2, 1, 1, 1, 1, 1]"
132,Philip began to feel that he had foolishly overestimated his strength.,fʲ_ɪ1|ʎ_ɪ0_p bʲ_ɪ0|ɡ_æ1_n t_ə0 fʲ_iː1_ɫ d̪_æ1_t iː0 h_æ0_d f_ʉː1|ʎ_ɪ0|ʃ_ʎ_i0 ow0|v_ə0|ɹ_ɛ1_s|tʲ_ɪ0|m_ej0|tʲ_ɪ0_d ç_ɪ1_z s_t_ɹ_ɛ1_ŋ_k_θ,Phil|ip be|gan to feel that he had fool|ish|ly o|ver|es|ti|mat|ed his strength,[],[],"['dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['fʲ_ɪ1|ʎ_ɪ0_p'], ['bʲ_ɪ0|ɡ_æ1_n'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['fʲ_iː1_ɫ'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['iː0', 'ç_iː0'], ['h_æ0_d'], ['f_ʉː1|ʎ_ɪ0|ʃ_ʎ_i0'], ['ow0|v_ə0|ɹ_ɛ1_s|tʲ_ɪ0|m_ej0|tʲ_ɪ0_d', 'ow0|v_ə0|ɹ_ɛ1_s|tʲ_ɪ0|m_ej0|ɾʲ_ɪ0_d'], ['ç_ɪ1_z'], ['s_t_ɹ_ɛ1_ŋ_k_θ']]","[1, 1, 4, 1, 15, 2, 1, 1, 2, 1, 1]"
133,He obeyed the pressure of her hand.,iː0 ow0|b_ej1_d d̪_iː0 p_ɹ_ɛ1|ʃ_ɚ0 ə0 h_ɝ0 h_æ1_n_d,He o|beyed the pres|sure of her hand,[],[],"['1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['iː0', 'ç_iː0'], ['ow0|b_ej1_d'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['p_ɹ_ɛ1|ʃ_ɚ0'], ['ə0', 'ə0_v'], ['h_ɝ0', 'ɚ0'], ['h_æ1_n_d']]","[2, 1, 12, 1, 2, 2, 1]"
134,"I am going to surprise father, and you will go with Pierre.",aj1 m̩0 ɡ_ow1|n̩0 t_ə0 s_ɚ0|p_ɹ_aj1_z f_ɑ1|d̪_ɚ0 n̩0 j_ə0 w_ɪ1_ɫ ɡ_ow1 w_ɪ0_d̪ pʰ_i0|ɛ1_ɹ,I am go|ing to sur|prise fa|ther and you will go with Pierre,[11],[],"['acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['aj1'], ['ej0|ɛ0_m', 'm̩0', 'æ0_m'], ['ɡ_ow1|n̩0', 'ɡ_ow1|ɪ0_ŋ', 'ɡ_ɔj_ŋ'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['s_ɚ0|p_ɹ_aj1_z'], ['f_ɑ1|d̪_ɚ0', 'f_ɑ1|ð_ɚ0'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['j_ə0', 'j_ʉː0'], ['w_ɪ1_ɫ', 'w_ɫ̩1'], ['ɡ_ow1'], ['w_ɪ0_d̪', 'w_ɪ0_t̪', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['pʰ_i0|ɛ1_ɹ', 'pʰ_ɪ_ɹ']]","[1, 3, 3, 4, 1, 2, 7, 2, 2, 1, 4, 2]"
135,"About him, everywhere, were the evidences of luxury and of age.",ə0|b_aw1_t h_m̩0 ɛ1|v_ɹ_i0|w_ɛ0_ɹ w_ɚ0 d̪_iː0 ɛ1|vʲ_ɪ0|d_ə0_n|s_ɪ0_z ə0 l_ɐ1|c_ʃ_ə0|ɹ_i0 n̩0 ə0 ej1_dʒ,A|bout him eve|ry|where were the e|vi|den|ces of lux|u|ry and of age,[],[],"['dataset', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['b_aw_ɾ', 'b_aw_ʔ', 'ə0|b_aw1_t', 'ə0|b_aw1_ɾ', 'ə0|b_aw1_ʔ'], ['h_m̩0', 'm̩0', 'ç_ɪ0_m'], ['ɛ1|v_ɹ_i0|w_ɛ0_ɹ', 'ɛ1|ɹ_i0|w_ɛ0_ɹ'], ['w_ɚ0', 'w_ɝ0'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['ɛ1|vʲ_ɪ0|d_ə0_n|s_ɪ0_z', 'ɛ1|vʲ_ɪ0|ɾ_ə0_n|s_ɪ0_z'], ['ə0', 'ə0_v'], ['l_ɐ1|c_ʃ_ə0|ɹ_i0', 'l_ɐ1|ɟ_ʒ_ə0|ɹ_i0'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['ə0', 'ə0_v'], ['ej1_dʒ']]","[5, 3, 2, 2, 12, 2, 2, 2, 7, 2, 1]"
136,Then he stepped back with a low cry of pleasure.,d̪_ɛ1_n iː0 s_t_ɛ1_p_t b_æ1_k w_ɪ0_d̪ ej1 l_ow1 k_ɹ_aj1 ə0 p_l_ɛ1|ʒ_ɚ0,Then he stepped back with a low cry of pleas|ure,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['d̪_ɛ1_n', 'd̪_ɪ1_n', 'ð_n̩1', 'ð_ɛ1_n', 'ð_ɪ1_n'], ['iː0', 'ç_iː0'], ['s_t_ɛ1_p_t'], ['b_æ1_k'], ['w_ɪ0_d̪', 'w_ɪ0_t̪', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['ej1'], ['l_ow1'], ['k_ɹ_aj1'], ['ə0', 'ə0_v'], ['p_l_ɛ1|ʒ_ɚ0']]","[5, 2, 1, 1, 4, 1, 1, 1, 2, 1]"
137,In the picture he saw each moment a greater resemblance to Jeanne.,n̩1 d̪_iː0 pʰ_ɪ1_k|tʃ_ɚ0 iː0 s_ɒ1 i1_tʃ m_ow1|m_n̩0_t ej1 ɟ_ɹ_ej1|t_ɚ0 ɹ_ə0|z_ɛ1_m|b_l_ə0_n_s t_ə0 dʒ_iː1_n,In the pic|ture he saw each mo|ment a great|er re|sem|blance to Jeanne,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['n̩1', 'ɪ1_n'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['pʰ_ɪ1_k|tʃ_ɚ0', 'pʰ_ɪ1|tʃ_ɚ0'], ['iː0', 'ç_iː0'], ['s_ɒ1'], ['i1_tʃ'], ['m_ow1|m_n̩0_t', 'm_ow1|m_ɛ0_n_t'], ['ej1'], ['ɟ_ɹ_ej1|t_ɚ0', 'ɟ_ɹ_ej1|ɾ_ɚ0'], ['ɹ_ə0|z_ɛ1_m|b_l_ə0_n_s'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['dʒ_iː1_n']]","[2, 12, 2, 2, 1, 1, 2, 1, 2, 1, 4, 1]"
138,He told himself that as he washed himself and groomed his disheveled clothes.,iː0 tʰ_ow1_ɫ_d ç_ɪ0_m|s_ɛ1_ɫ_f d̪_æ1_t ej0_z iː0 w_ɑ1_ʃ_t ç_ɪ0_m|s_ɛ1_ɫ_f n̩0 ɡ_ɹ_ʉː1_m_d ç_ɪ1_z dʲ_ɪ0|ʃ_ɛ1|v_ɫ̩0_d k_l_ow1_z,He told him|self that as he washed him|self and groomed his di|shev|eled clothes,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['iː0', 'ç_iː0'], ['tʰ_ow1_ɫ_d'], ['ç_ɪ0_m|s_ɛ1_ɫ_f'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['ej0_z', 'æ0_s'], ['iː0', 'ç_iː0'], ['w_ɑ1_ʃ_t', 'w_ɒ1_ʃ_t'], ['ç_ɪ0_m|s_ɛ1_ɫ_f'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['ɡ_ɹ_ʉː1_m_d'], ['ç_ɪ1_z'], ['dʲ_ɪ0|ʃ_ɛ1|v_ɫ̩0_d'], ['k_l_ow1_z', 'k_l_ow1_ð_z']]","[2, 1, 1, 15, 2, 2, 2, 1, 7, 1, 1, 1, 2]"
139,"Accept a father's blessing, and with it, this.",ə0|k_s_ɛ1_p_t ej1 f_ɑ1|d̪_ɚ0_z b_l_ɛ1|s_ɪ0_ŋ n̩0 w_ɪ0_d̪ ɪ0_t d̪_ɪ1_s,Ac|cept a fa|ther's bless|ing and with it this,[],[],"['dataset', '1 vowel = 1 syl', 'SonoriPy', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ə0|k_s_ɛ1_p_t'], ['ej1'], ['f_ɑ1|d̪_ɚ0_z', 'f_ɑ1|ð_ɚ0_z'], ['b_l_ɛ1|s_ɪ0_ŋ'], ['n̩0', 'n̩0_d', 'æ0_n', 'æ0_n_d', 'æ0_n_ʔ', 'æ0_ʔ', 'ɛ0_n'], ['w_ɪ0_d̪', 'w_ɪ0_t̪', 'w_ɪ0_ð', 'w_ɪ0_θ'], ['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['d̪_ɪ1_s', 'ð_ɪ1_s']]","[1, 1, 2, 1, 7, 4, 3, 2]"
140,It seems like a strange pointing of the hand of God.,ɪ0_t s_iː1_m_z l_aj1_k ej1 s_t_ɹ_ej1_n_dʒ pʰ_ɔj1_n|tʲ_ɪ0_ŋ ə0 d̪_iː0 h_æ1_n_d ə0 ɡ_ɑ1_d,It seems like a strange point|ing of the hand of God,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl']","[['ɪ0_t', 'ɪ0_ɾ', 'ɪ0_ʔ'], ['s_iː1_m_z'], ['l_aj1_k'], ['ej1'], ['s_t_ɹ_ej1_n_dʒ'], ['pʰ_ɔj1_n|tʲ_ɪ0_ŋ'], ['ə0', 'ə0_v'], ['d̪_iː0', 'd̪_iː0_ʔ', 'd̪_ə0', 'iː0', 'iː0_ʔ', 'l_ə0', 'n_ə0', 's_ə0', 'ð_iː0', 'ð_iː0_ʔ', 'ð_ə0', 'ə0'], ['h_æ1_n_d'], ['ə0', 'ə0_v'], ['ɡ_ɑ1_d']]","[3, 1, 1, 1, 1, 1, 2, 12, 1, 2, 1]"
141,"Such things had occurred before, he told Philip.",s_ɐ1_tʃ t̪_ɪ1_ŋ_z h_æ0_d ə0|kʰ_ɝ1_d b_ə0|f_ɒ1_ɹ iː0 tʰ_ow1_ɫ_d fʲ_ɪ1|ʎ_ɪ0_p,Such things had oc|curred be|fore he told Phil|ip,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['s_ɐ1_tʃ'], ['t̪_ɪ1_ŋ_z', 'θ_ɪ1_ŋ_z'], ['h_æ0_d'], ['ə0|kʰ_ɝ1_d'], ['b_ə0|f_ɒ1_ɹ', 'bʲ_i0|f_ɒ1_ɹ'], ['iː0', 'ç_iː0'], ['tʰ_ow1_ɫ_d'], ['fʲ_ɪ1|ʎ_ɪ0_p']]","[1, 2, 1, 1, 2, 2, 1, 1]"
142,"Ah, I had forgotten, he exclaimed.",ɑː1 aj1 h_æ0_d f_ɚ0|ɡ_ɑ1|t_ə0_n iː0 ɛ0_k_s|k_l_ej1_m_d,Ah I had for|got|ten he ex|claimed,[],[],"['1 vowel = 1 syl', 'acronym', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'SonoriPy']","[['ɑː1'], ['aj1'], ['h_æ0_d'], ['f_ɚ0|ɡ_ɑ1|t_ə0_n', 'f_ɚ0|ɡ_ɑ1|ɾ_ə0_n', 'f_ɚ0|ɡ_ɑ1|ʔ_n̩0'], ['iː0', 'ç_iː0'], ['ɛ0_k_s|k_l_ej1_m_d']]","[1, 1, 1, 3, 2, 1]"
143,But there was something even more startling than this resemblance.,b_ɐ0_t d̪_ɚ1 w_ɐ0_z s_ɐ1_m|t̪_n̩0 iː1|v_n̩0 m_ɒ1_ɹ s_t_ɑ1_ɹ|t_ə0|ʎ_ɪ0_ŋ d̪_n̩0 d̪_ɪ1_s ɹ_ə0|z_ɛ1_m|b_l_ə0_n_s,But there was some|thing e|ven more star|tl|ing than this re|sem|blance,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset', '1 vowel = 1 syl', 'SonoriPy', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset']","[['b_ɐ0_t', 'b_ɐ0_ʔ', 'b_ə0_ɾ'], ['d̪_ɚ1', 'd̪_ɛ1_ɹ', 'ð_ɚ1', 'ð_ɛ1_ɹ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['s_ɐ1_m|t̪_n̩0', 's_ɐ1_m|t̪_ɪ0_n', 's_ɐ1_m|t̪_ɪ0_ŋ', 's_ɐ1_m|ʔ_n̩0', 's_ɐ1_m|θ_n̩0', 's_ɐ1_m|θ_ɪ0_n', 's_ɐ1_m|θ_ɪ0_ŋ'], ['iː1|v_n̩0', 'iː1|v_ə0_n'], ['m_ɒ1_ɹ'], ['s_t_ɑ1_ɹ|t_ə0|ʎ_ɪ0_ŋ', 's_t_ɑ_ɹ|t_ʎ_ɪ_ŋ', 's_t_ɑ1_ɹ|ɾ_ə0|ʎ_ɪ0_ŋ'], ['d̪_n̩0', 'd̪_æ0_n', 'd̪_ɪ0_n', 'ð_n̩0', 'ð_æ0_n', 'ð_ɪ0_n'], ['d̪_ɪ1_s', 'ð_ɪ1_s'], ['ɹ_ə0|z_ɛ1_m|b_l_ə0_n_s']]","[3, 4, 3, 7, 2, 1, 3, 6, 2, 1]"
144,"I have to be careful of them, as they tear very easily.",aj1 h_æ1_v t_ə0 bʲ_i1 cʰ_ɛ1_ɹ|f_ɫ̩0 ə0 d̪_m̩0 ej0_z d̪_ej0 tʰ_ɛ1_ɹ v_ɛ1|ɹ_i0 iː1|z_ɪ0|ʎ_iː0,I have to be care|ful of them as they tear ver|y eas|i|ly,[],[],"['acronym', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['aj1'], ['h_æ1_v'], ['t_ə0', 'tʰ_ʉː0', 'tʰ_ʊ0', 'ɾ_ə0'], ['bʲ_i1', 'bʲ_iː1'], ['cʰ_ɛ1_ɹ|f_ɫ̩0'], ['ə0', 'ə0_v'], ['d̪_m̩0', 'd̪_ɛ0_m', 'm̩0', 'ð_m̩0', 'ð_ɛ0_m', 'ɛ0_m'], ['ej0_z', 'æ0_s'], ['d̪_ej0', 'ð_ej0'], ['tʰ_ɛ1_ɹ', 'tʰ_ɪ1_ɹ'], ['v_ɛ1|ɹ_i0'], ['iː1|z_ɪ0|ʎ_iː0', 'iː|z_ʎ_iː']]","[1, 1, 4, 2, 1, 2, 6, 2, 2, 2, 1, 2]"
145,"Of course, that is uninteresting, she continued.",ə0 kʰ_ɒ1_ɹ_s d̪_æ1_t ɪ0_z ɐ|ɲ_ɪ_n|t_ɹ_ə_s|tʲ_ɪ_ŋ ʃ_iː0 kʰ_ə0_n|tʲ_ɪ1|ɲ_ʉː0_d,Of course that is un|in|ter|est|ing she con|tin|ued,[4],[4],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', 'dataset']","[['ə0', 'ə0_v'], ['kʰ_ɒ1_ɹ_s'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['ɪ0_z'], ['ɐ|ɲ_ɪ_n|t_ɹ_ə_s|tʲ_ɪ_ŋ'], ['ʃ_iː0'], ['kʰ_ə0_n|tʲ_ɪ1|ɲ_ʉː0_d']]","[2, 1, 15, 1, 1, 1, 1]"
146,A moment before he was intoxicated by a joy that was almost madness.,ej1 m_ow1|m_n̩0_t b_ə0|f_ɒ1_ɹ iː0 w_ɐ0_z ɪ0_n|tʰ_ɑ1|k_s_ɪ0|cʰ_ej0|tʲ_ɪ0_d b_aj1 ej1 dʒ_ɔj1 d̪_æ1_t w_ɐ0_z ow1|m_ow0_s_t m_æ1|d_n_ə0_s,A mo|ment be|fore he was in|tox|i|cat|ed by a joy that was al|most mad|ness,[],[],"['acronym', 'dataset', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', 'dataset']","[['ej1'], ['m_ow1|m_n̩0_t', 'm_ow1|m_ɛ0_n_t'], ['b_ə0|f_ɒ1_ɹ', 'bʲ_i0|f_ɒ1_ɹ'], ['iː0', 'ç_iː0'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ɪ0_n|tʰ_ɑ1|k_s_ɪ0|cʰ_ej0|tʲ_ɪ0_d', 'ɪ0_n|tʰ_ɑ1|k_s_ɪ0|cʰ_ej0|ɾʲ_ɪ0_d'], ['b_aj1'], ['ej1'], ['dʒ_ɔj1'], ['d̪_æ1_t', 'd̪_æ1_ɾ', 'd̪_æ1_ʔ', 'l_æ1_t', 'l_æ1_ɾ', 'l_æ1_ʔ', 'n_æ1_t', 'n_æ1_ɾ', 'n_æ1_ʔ', 'z_æ1_t', 'z_æ1_ɾ', 'z_æ1_ʔ', 'ð_æ1_t', 'ð_æ1_ɾ', 'ð_æ1_ʔ'], ['w_ɐ0_z', 'w_ɑ0_z', 'w_ə0_z'], ['ow1|m_ow0_s_t', 'ɑ1_ɫ|m_ow0_s_t', 'ɒ1_ɫ|m_ow0_s_t', 'ɒː1|m_ow0_s_t'], ['m_æ1|d_n_ə0_s', 'm_æ1|d_ɲ_ɪ0_s']]","[1, 2, 2, 2, 3, 2, 1, 1, 1, 15, 3, 4, 2]"
147,Now these things had been struck dead within him.,n_aw1 d̪_iː1_z t̪_ɪ1_ŋ_z h_æ0_d b_ɛ0_n s_t_ɹ_ɐ1_k d_ɛ1_d w_ɪ0|d̪_ɪ1_n h_m̩0,Now these things had been struck dead with|in him,[],[],"['1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', '1 vowel = 1 syl', 'dataset', '1 vowel = 1 syl']","[['n_aw1'], ['d̪_iː1_z', 'ð_iː1_z'], ['t̪_ɪ1_ŋ_z', 'θ_ɪ1_ŋ_z'], ['h_æ0_d'], ['b_ɛ0_n', 'bʲ_ɪ0_n'], ['s_t_ɹ_ɐ1_k'], ['d_ɛ1_d'], ['w_ɪ0|d̪_ɪ1_n', 'w_ɪ0|ð_ɪ1_n'], ['h_m̩0', 'm̩0', 'ç_ɪ0_m']]","[1, 2, 2, 1, 2, 1, 1, 2, 3]"
